"Admitted","Disposition_binary","Place","F_Aid","Species_e","Sex_e","Age_e","Brought_in_after","season","r","Green_Orange","ID"
"4/24/2013","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","4703_ANHU"
"4/27/2016","Died","malibu","Yes","Selasphorus","Female-like ",NA,0,"Spring","found on the ground","Selasphorus spp.","6701_ALHU"
"10/1/2007","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Fall","found on the ground","Non-selasphorus spp.","3377_ANHU"
"12/9/2014","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","found on the ground","Non-selasphorus spp.","5138_ANHU"
"11/5/2001","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","found on the ground","Non-selasphorus spp.","2129_ANHU"
"7/24/2014","Released","malibu","Yes","ANHU","Female-like ",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","6169_ANHU"
"2/19/2006","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Winter","found on the ground","Non-selasphorus spp.","3005_ANHU"
"6/10/1997","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","nest-related","Non-selasphorus spp.","1258_ANHU"
"3/31/2009","Died","Lindsey","No","Selasphorus","Female-like ",NA,0,"Spring","found inside","Selasphorus spp.","3671_ALHU"
"3/25/2016","Died","malibu","No","Selasphorus","Female-like ",NA,0,"Spring","unknown","Selasphorus spp.","6687_ALHU"
"1/5/1991","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","caught by domestic animal","Non-selasphorus spp.","5_ANHU"
"10/22/2015","Died","malibu","Yes","ANHU","Female-like ",NA,0,"Fall","found on the ground","Non-selasphorus spp.","6534_ANHU"
"12/30/2009","Died","Lindsey","No","ANHU","Male",NA,0,"Winter","suspect torpor-like state","Non-selasphorus spp.","3841_ANHU"
"5/21/2015","Died","malibu","Yes","Selasphorus","unknown",NA,1,"Spring","found on the ground","Selasphorus spp.","6430_ALHU"
"5/9/2014","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","4995_ANHU"
"6/1/2011","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Summer","window hit","Non-selasphorus spp.","4232_ANHU"
"1/15/1993","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","found on the ground","Non-selasphorus spp.","374_ANHU"
"2/17/2016","Died","Lindsey","No","ANHU","Male",NA,0,"Winter","suspect torpor-like state","Non-selasphorus spp.","5493_ANHU"
"5/24/1999","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","1639_ANHU"
"4/25/2006","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","3074_ANHU"
"3/18/2016","Died","Lindsey","No","Selasphorus","Male",NA,0,"Spring","caught by domestic animal","Selasphorus spp.","5533_RUHU"
"5/28/2014","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","nest-related","Non-selasphorus spp.","5019_ANHU"
"10/10/1996","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","window hit","Non-selasphorus spp.","1124_ANHU"
"6/15/2013","Released","malibu","No","Selasphorus","Female-like ",NA,0,"Summer","unknown","Selasphorus spp.","5979_ALHU"
"4/20/1997","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","1213_ANHU"
"3/17/2015","Died","Lindsey","Yes","ANHU","Male",NA,1,"Spring","found on the ground","Non-selasphorus spp.","5216_ANHU"
"7/1/2016","Released","Santa Barbara","No","Selasphorus","Female-like ",NA,0,"Summer","found on the ground","Selasphorus spp.","6900_RUHU"
"5/19/1997","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","found on the ground","Non-selasphorus spp.","1241_ANHU"
"12/7/1993","Died","Lindsey","No","ANHU","Female-like ",NA,1,"Winter","caught by domestic animal","Non-selasphorus spp.","559_ANHU"
"6/21/2000","Released","Lindsey","Yes","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","1864_ANHU"
"1/13/2010","Died","Lindsey","Yes","ANHU","Male",NA,1,"Winter","found on the ground","Non-selasphorus spp.","3846_ANHU"
"4/7/2009","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","3681_ANHU"
"2/15/2016","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","found on the ground","Non-selasphorus spp.","5491_ANHU"
"3/10/2014","Died","Lindsey","Yes","Selasphorus","Female-like ",NA,1,"Spring","caught by domestic animal","Selasphorus spp.","4893_RUHU"
"11/9/2007","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","found on the ground","Non-selasphorus spp.","3383_ANHU"
"5/5/2012","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","found on the ground","Non-selasphorus spp.","4458_ANHU"
"10/8/2008","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","found inside","Non-selasphorus spp.","3579_ANHU"
"6/15/2008","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","3523_ANHU"
"3/15/1999","Released","Lindsey","No","ANHU","Female-like ",NA,8,"Spring","unknown","Non-selasphorus spp.","1553_ANHU"
"7/21/2015","Died","Lindsey","No","ANHU","Male",NA,0,"Summer","nest-related","Non-selasphorus spp.","5420_ANHU"
"7/29/2013","Died","malibu","No","Selasphorus","Female-like ",NA,0,"Summer","unknown","Selasphorus spp.","6023_ALHU"
"3/27/2008","Died","Lindsey","Yes","ANHU","Male",NA,0,"Spring","caught by domestic animal","Non-selasphorus spp.","3448_ANHU"
"6/5/2013","Released","malibu","Yes","Selasphorus","Female-like ",NA,1,"Summer","unknown","Selasphorus spp.","5832_ALHU"
"4/10/1992","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","found on the ground","Non-selasphorus spp.","243_ANHU"
"2/26/2006","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","found on the ground","Non-selasphorus spp.","3010_ANHU"
"5/22/1997","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","caught by domestic animal","Non-selasphorus spp.","1242_ANHU"
"8/3/2004","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Summer","found on the ground","Non-selasphorus spp.","2754_ANHU"
"5/22/2015","Released","malibu","No","ANHU","Female-like ",NA,0,"Spring","unknown","Non-selasphorus spp.","6606_ANHU"
"6/19/2007","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","window hit","Non-selasphorus spp.","3331_ANHU"
"6/14/1997","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Summer","nest-related","Non-selasphorus spp.","1264_ANHU"
"3/24/1997","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","window hit","Non-selasphorus spp.","1191_ANHU"
"4/1/2011","Died","Lindsey","No","Selasphorus","Female-like ",NA,1,"Spring","found on the ground","Selasphorus spp.","4143_RUHU"
"11/24/2013","Released","Lindsey","Yes","ANHU","Female-like ",NA,0,"Fall","found on the ground","Non-selasphorus spp.","4832_ANHU"
"3/6/2013","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","4632_ANHU"
"7/13/1994","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","704_ANHU"
"4/4/2015","Died","malibu","Yes","ANHU","Female-like ",NA,0,"Spring","window hit","Non-selasphorus spp.","6380_ANHU"
"7/8/2006","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","3137_ANHU"
"4/9/2014","Died","malibu","No","BCHU","Female-like ",NA,0,"Spring","unknown","Non-selasphorus spp.","6087_BCHU"
"7/1/2002","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","nest-related","Non-selasphorus spp.","2297_ANHU"
"3/8/2015","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","5202_ANHU"
"6/12/2014","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Summer","found on the ground","Non-selasphorus spp.","5044_ANHU"
"4/21/1996","Died","Lindsey","No","Selasphorus","Female-like ",NA,0,"Spring","found on the ground","Selasphorus spp.","1032_ALHU"
"8/8/2011","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","4291_ANHU"
"5/13/1991","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","96_ANHU"
"7/24/1991","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Summer","unknown","Non-selasphorus spp.","154_ANHU"
"4/18/1993","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","unknown","Non-selasphorus spp.","439_ANHU"
"10/5/2016","Died","Santa Barbara","No","Non-selasphorus","unknown",NA,0,"Fall","caught by domestic animal","Non-selasphorus spp.","6931_ANHU"
"3/9/2005","Released","Lindsey","Yes","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","2814_ANHU"
"7/7/2015","Released","malibu","No","Selasphorus","Female-like ",NA,-31,"Summer","unknown","Selasphorus spp.","6585_ALHU"
"7/30/2015","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","window hit","Non-selasphorus spp.","5422_ANHU"
"7/9/2014","Released","malibu","No","Selasphorus","Female-like ",NA,0,"Summer","unknown","Selasphorus spp.","6329_ALHU"
"8/17/2011","Died","Lindsey","Yes","Selasphorus","Female-like ",NA,1,"Summer","found on the ground","Selasphorus spp.","4299_ALHU"
"9/12/2012","Died","Lindsey","No","ANHU","Male",NA,0,"Fall","unknown","Non-selasphorus spp.","4567_ANHU"
"4/5/1993","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,1,"Spring","unknown","Non-selasphorus spp.","420_ANHU"
"4/5/2016","Released","malibu","No","Selasphorus","unknown",NA,0,"Spring","nest-related","Selasphorus spp.","6722_ALHU"
"6/25/2014","Died","malibu","No","Selasphorus","Female-like ",NA,0,"Summer","unknown","Selasphorus spp.","6314_ALHU"
"7/11/2001","Released","Lindsey","Yes","Selasphorus","Female-like ",NA,0,"Summer","found on the ground","Selasphorus spp.","2092_ALHU"
"2/25/2015","Died","malibu","No","Selasphorus","Female-like ",NA,1,"Winter","unknown","Selasphorus spp.","6361_ALHU"
"4/6/2016","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","5565_ANHU"
"3/9/1994","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","unknown","Non-selasphorus spp.","581_ANHU"
"4/26/2009","Died","Lindsey","No","Non-selasphorus","unknown",NA,1,"Spring","nest-related","Non-selasphorus spp.","3709_ANHU"
"11/23/2013","Released","Lindsey","No","ANHU","Male",NA,0,"Fall","caught by domestic animal","Non-selasphorus spp.","4831_ANHU"
"6/27/2008","Released","Lindsey","Yes","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","3540_ANHU"
"4/30/2013","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","4710_ANHU"
"6/14/2006","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","suspect torpor-like state","Non-selasphorus spp.","3108_ANHU"
"7/29/2001","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","2103_ANHU"
"10/28/2013","Died","malibu","No","ANHU","Male",NA,0,"Fall","window hit","Non-selasphorus spp.","5906_ANHU"
"12/21/2002","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","unknown","Non-selasphorus spp.","2359_ANHU"
"5/9/2004","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","2687_ANHU"
"7/25/1992","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","347_ANHU"
"4/25/1996","Released","Lindsey","Yes","ANHU","Female-like ",NA,1,"Spring","nest-related","Non-selasphorus spp.","1034_ANHU"
"6/22/1995","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","window hit","Non-selasphorus spp.","877_ANHU"
"6/21/2000","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Summer","window hit","Non-selasphorus spp.","1862_ANHU"
"4/2/2008","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","3451_ANHU"
"8/15/2005","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Summer","window hit","Non-selasphorus spp.","2966_ANHU"
"4/9/1995","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","window hit","Non-selasphorus spp.","809_ANHU"
"1/9/2007","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","found inside","Non-selasphorus spp.","3190_ANHU"
"4/21/2015","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","5285_ANHU"
"3/18/1995","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","782_ANHU"
"6/19/2013","Died","malibu","Yes","Selasphorus","Female-like ",NA,1,"Summer","unknown","Selasphorus spp.","5858_ALHU"
"3/27/2016","Died","malibu","Yes","Selasphorus","Female-like ",NA,-1,"Spring","found on the ground","Selasphorus spp.","6663_ALHU"
"6/11/1991","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","121_ANHU"
"5/9/2016","Died","malibu","Yes","Selasphorus","Female-like ",NA,1,"Spring","found on the ground","Selasphorus spp.","6705_ALHU"
"3/17/2008","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","3431_ANHU"
"7/25/2015","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","5421_ANHU"
"9/18/2010","Released","Lindsey","No","ANHU","Male",NA,1,"Fall","caught by domestic animal","Non-selasphorus spp.","4058_ANHU"
"4/21/2004","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","2666_ANHU"
"6/5/2013","Released","malibu","No","Selasphorus","Female-like ",NA,0,"Summer","unknown","Selasphorus spp.","5833_ALHU"
"5/28/2013","Died","malibu","Yes","Selasphorus","Female-like ",NA,1,"Spring","unknown","Selasphorus spp.","5814_ALHU"
"3/9/2012","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","found on the ground","Non-selasphorus spp.","4377_ANHU"
"2/18/1992","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Winter","nest-related","Non-selasphorus spp.","210_ANHU"
"4/30/1998","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","found on the ground","Non-selasphorus spp.","1405_ANHU"
"4/8/2014","Released","Lindsey","Yes","ANHU","Male",NA,0,"Spring","found on the ground","Non-selasphorus spp.","4947_ANHU"
"3/30/2006","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","unknown","Non-selasphorus spp.","3046_ANHU"
"6/23/2015","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Summer","caught by domestic animal","Non-selasphorus spp.","5393_ANHU"
"9/1/2004","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Fall","found on the ground","Non-selasphorus spp.","2759_ANHU"
"8/26/2016","Died","Santa Barbara","No","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","6921_ANHU"
"4/6/2013","Released","malibu","No","Selasphorus","Male",NA,0,"Spring","unknown","Selasphorus spp.","5768_ALHU"
"7/18/2014","Released","Lindsey","No","ANHU","Male",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","5086_ANHU"
"7/16/2014","Released","malibu","Yes","Selasphorus","Female-like ",NA,0,"Summer","found on the ground","Selasphorus spp.","6167_ALHU"
"6/13/1997","Died","Lindsey","Yes","ANHU","Female-like ",NA,8,"Summer","found on the ground","Non-selasphorus spp.","1262_ANHU"
"3/9/2013","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","4636_ANHU"
"6/25/2005","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","found on the ground","Non-selasphorus spp.","2934_ANHU"
"12/22/2003","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","found on the ground","Non-selasphorus spp.","2584_ANHU"
"8/29/2007","Died","Lindsey","No","Selasphorus","Female-like ",NA,0,"Summer","found on the ground","Selasphorus spp.","3367_RUHU"
"12/2/2016","Died","malibu","No","ANHU","Female-like ",NA,0,"Winter","unknown","Non-selasphorus spp.","6828_ANHU"
"1/15/2015","Died","Lindsey","No","ANHU","Male",NA,0,"Winter","found on the ground","Non-selasphorus spp.","5151_ANHU"
"4/25/2007","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","found on the ground","Non-selasphorus spp.","3265_ANHU"
"11/26/2010","Released","Lindsey","Yes","ANHU","Male",NA,0,"Fall","unknown","Non-selasphorus spp.","4076_ANHU"
"5/17/2004","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","2693_ANHU"
"7/5/2013","Released","malibu","No","Selasphorus","Female-like ",NA,0,"Summer","unknown","Selasphorus spp.","6014_ALHU"
"4/22/2004","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","2668_ANHU"
"4/3/2016","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","5563_ANHU"
"12/12/2011","Died","Lindsey","No","ANHU","Male",NA,0,"Winter","found on the ground","Non-selasphorus spp.","4333_ANHU"
"12/2/2009","Died","Lindsey","No","ANHU","Male",NA,0,"Winter","found on the ground","Non-selasphorus spp.","3836_ANHU"
"1/11/2008","Died","Lindsey","No","ANHU","Male",NA,0,"Winter","suspect torpor-like state","Non-selasphorus spp.","3400_ANHU"
"5/27/2001","Died","Lindsey","Yes","Selasphorus","Female-like ",NA,1,"Spring","found on the ground","Selasphorus spp.","2053_ALHU"
"4/14/1998","Released","Lindsey","Yes","ANHU","Female-like ",NA,2,"Spring","caught by domestic animal","Non-selasphorus spp.","1383_ANHU"
"6/26/1997","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","window hit","Non-selasphorus spp.","1276_ANHU"
"1/28/2012","Died","Lindsey","No","ANHU","Male",NA,0,"Winter","found on the ground","Non-selasphorus spp.","4350_ANHU"
"10/4/2004","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","found on the ground","Non-selasphorus spp.","2770_ANHU"
"6/21/1993","Released","Lindsey","Yes","ANHU","Female-like ",NA,1,"Summer","nest-related","Non-selasphorus spp.","499_ANHU"
"10/2/1998","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","found on the ground","Non-selasphorus spp.","1507_ANHU"
"12/21/2006","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Winter","unknown","Non-selasphorus spp.","3183_ANHU"
"6/10/2000","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","1851_ANHU"
"6/30/2006","Released","Lindsey","Yes","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","3130_ANHU"
"4/20/2015","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","5283_ANHU"
"6/14/1994","Released","Lindsey","No","Non-selasphorus","unknown",NA,1,"Summer","unknown","Non-selasphorus spp.","675_ANHU"
"6/1/1996","Released","Lindsey","Yes","ANHU","Female-like ",NA,1,"Summer","caught by domestic animal","Non-selasphorus spp.","1061_ANHU"
"10/14/2012","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Fall","found on the ground","Non-selasphorus spp.","4575_ANHU"
